Partita,Risultato,Numero_maglia,Nome,Gol,Assist,Contrasti,Uno contro uno,Uno contro uno riusciti,Minuti giocati,Posizione,Valutazione,Squadra,Match_winner,Tiri in porta,Tiri fuori,Tiri bloccati,Dribbling tentati,Dribbling tentati riusciti,Salvataggi,Intercetti,Dribbling_subiti,Passaggi effettuati,Precisione_passaggi,Passaggi chiave,Cross,Cross prec.,Palle lunghe,Palle lunghe riusciti,Palle_perse,Falli subiti,Falli,Respinte,Uscite,Vincenti,Duelli di testa vinti,Parate da dentro l'area,Salvataggio sulla linea di porta,Rigori parati,Grossa occasione da rete creata,Autogol,Errore che ha portato al tiro,Falli da rigore commessi,Errori che hanno portato al gol,Rigori sbagliati,Fallo su ultimo uomo,Pali e traverse,Grande occasione da rete mancata,Rigori conquistati 
West Ham United - Watford,2-0,3,Aaron Cresswell,0,1,2,5,0.4,90',D,7.6,West Ham United,West Ham United ,0,0,1,0,0,5,1,1,14,0.60,1,5,0.0,6,0.17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
West Ham United - Watford,2-0,17,Javier Hernández,1,0,1,15,0.4,88',F,7.5,West Ham United,West Ham United ,1,0,1,3,1.0,0,0,1,5,0.55,0,1,0.0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Ham United - Watford,2-0,21,Angelo Ogbonna,0,0,1,14,0.79,90',D,7.4,West Ham United,West Ham United ,0,0,1,0,0,9,2,0,9,0.47,0,0,0,7,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Ham United - Watford,2-0,30,Michail Antonio,0,1,4,21,0.52,90',M,7.2,West Ham United,West Ham United ,0,0,0,9,0.78,3,1,3,10,0.58,1,2,0.5,4,0.25,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
West Ham United - Watford,2-0,25,José Holebas,0,0,1,5,0.4,90',D,7.2,Watford,West Ham United ,0,0,0,2,0.5,4,0,0,24,0.70,4,8,0.62,6,0.33,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
West Ham United - Watford,2-0,20,Dodi Lukebakio,0,0,1,1,1.0,15',M,6.9,Watford,West Ham United ,0,1,0,0,0,0,0,0,6,1,2,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Ham United - Watford,2-0,16,Abdoulaye Doucouré,0,0,2,16,0.44,90',M,6.9,Watford,West Ham United ,0,0,1,2,1.0,0,0,3,60,0.84,3,2,0.5,2,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Ham United - Watford,2-0,7,Gerard Deulofeu,0,0,1,17,0.41,75',F,6.9,Watford,West Ham United ,1,0,0,8,0.62,0,0,2,24,0.80,1,2,0.0,1,1.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Ham United - Watford,2-0,11,Richarlison,0,0,1,9,0.67,82',F,6.8,Watford,West Ham United ,1,0,0,1,0.0,2,0,0,11,0.64,0,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Ham United - Watford,2-0,22,Sam Byram,0,0,0,2,1.0,13',D,6.8,West Ham United,West Ham United ,0,0,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Ham United - Watford,2-0,18,João Mário,0,0,2,8,0.5,77',F,6.8,West Ham United,West Ham United ,1,0,0,0,0,1,0,0,14,0.70,1,8,0.12,1,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
West Ham United - Watford,2-0,5,Pablo Zabaleta,0,0,3,13,0.46,90',M,6.8,West Ham United,West Ham United ,0,0,0,1,1.0,3,2,1,19,0.76,0,2,0.0,3,0.33,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Ham United - Watford,2-0,6,Adrian Mariappa,0,0,1,12,0.58,90',D,6.8,Watford,West Ham United ,1,0,1,0,0,5,2,3,32,0.82,0,0,0,5,0.2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Ham United - Watford,2-0,41,Declan Rice,0,0,1,1,1.0,6',D,6.7,West Ham United,West Ham United ,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Ham United - Watford,2-0,8,Cheikhou Kouyaté,0,0,4,21,0.38,90',M,6.7,West Ham United,West Ham United ,0,2,0,1,0.0,1,2,1,18,0.69,0,1,0.0,3,0.33,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Ham United - Watford,2-0,22,Marvin Zeegelaar,0,0,1,12,0.5,56',M,6.6,Watford,West Ham United ,0,0,0,1,1.0,0,5,2,13,0.65,0,2,0.0,3,0.67,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Ham United - Watford,2-0,30,Orestis Karnezis,0,0,0,2,1.0,90',G,6.6,Watford,West Ham United ,0,0,0,0,0,2,1,0,7,0.35,0,0,0,18,0.28,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
West Ham United - Watford,2-0,29,Étienne Capoue,0,0,3,14,0.5,90',M,6.6,Watford,West Ham United ,1,1,0,0,0,1,1,3,43,0.72,0,0,0,8,0.38,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
West Ham United - Watford,2-0,18,Andre Gray,0,0,0,2,0.0,8',F,6.5,Watford,West Ham United ,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Ham United - Watford,2-0,9,Troy Deeney,0,0,0,31,0.39,90',F,6.5,Watford,West Ham United ,0,0,0,0,0,3,0,0,14,0.43,0,0,0,1,0.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Ham United - Watford,2-0,37,Roberto Pereyra,0,0,0,7,0.43,34',M,6.4,Watford,West Ham United ,0,0,0,5,0.6,0,0,0,19,0.90,0,5,0.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Ham United - Watford,2-0,5,Sebastian Prödl,0,0,1,9,0.56,90',D,6.4,Watford,West Ham United ,0,1,0,0,0,7,3,2,31,0.81,0,1,0.0,2,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
West Ham United - Watford,2-0,16,Mark Noble,0,0,0,12,0.33,90',M,6.3,West Ham United,West Ham United ,0,0,0,3,0.67,1,1,3,25,0.73,1,1,0.0,8,0.62,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Ham United - Watford,2-0,2,Daryl Janmaat,0,0,4,14,0.43,90',M,6.2,Watford,West Ham United ,0,0,0,0,0,3,0,6,35,0.68,0,6,0.17,7,0.43,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Ham United - Watford,2-0,12,Jordan Hugill,0,0,0,6,0.5,2',F,–,West Ham United,West Ham United ,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Chelsea,0-1,4,Cesc Fàbregas,1,0,3,9,0.56,81',M,8.1,Chelsea, Chelsea,1,0,0,2,0.5,2,0,0,53,0.85,2,4,0.5,7,1.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Chelsea,0-1,28,César Azpilicueta,0,0,2,4,0.75,90',D,8.0,Chelsea, Chelsea,0,0,1,0,0,6,1,0,77,0.90,2,0,0,7,0.29,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Swansea City - Chelsea,0-1,6,Alfie Mawson,0,0,1,9,0.44,90',D,7.5,Swansea City, Chelsea,1,0,2,3,1.0,3,4,0,66,0.88,0,0,0,6,0.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Chelsea,0-1,7,N'Golo Kanté,0,0,2,10,0.5,90',M,7.4,Chelsea, Chelsea,0,0,0,1,1.0,1,8,2,70,0.94,1,0,0,1,0.0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Chelsea,0-1,10,Eden Hazard,0,1,0,12,0.58,81',F,7.4,Chelsea, Chelsea,1,1,0,4,1.0,0,0,1,44,0.77,1,0,0,3,1.0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Swansea City - Chelsea,0-1,13,Thibaut Courtois,0,0,0,0,0,90',G,7.3,Chelsea, Chelsea,0,0,0,0,0,3,0,0,20,0.66,0,0,0,18,0.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Chelsea,0-1,15,Victor Moses,0,0,1,9,0.67,90',M,7.3,Chelsea, Chelsea,0,1,0,2,1.0,1,1,0,20,0.83,0,3,0.33,1,1.0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Chelsea,0-1,24,Gary Cahill,0,0,0,1,1.0,90',D,7.2,Chelsea, Chelsea,0,0,0,0,0,6,1,0,62,0.95,0,0,0,3,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Chelsea,0-1,14,Tom Carroll,0,0,0,1,1.0,27',M,7.1,Swansea City, Chelsea,0,1,0,1,1.0,0,0,0,17,0.81,2,1,1.0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Chelsea,0-1,2,Antonio Rüdiger,0,0,1,7,0.43,90',D,7.1,Chelsea, Chelsea,0,1,1,0,0,2,0,1,60,0.95,0,0,0,3,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Chelsea,0-1,18,Jordan Ayew,0,0,5,18,0.5,90',F,7.1,Swansea City, Chelsea,0,1,0,2,1.0,0,0,0,21,0.80,1,1,0.0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Chelsea,0-1,33,Emerson Palmieri,0,0,1,9,0.56,90',M,6.9,Chelsea, Chelsea,1,0,0,3,0.67,7,2,0,25,0.80,0,4,0.0,2,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Chelsea,0-1,4,Sung-Yueng Ki,0,0,4,13,0.46,90',M,6.9,Swansea City, Chelsea,0,0,0,0,0,0,3,3,49,0.83,0,3,0.0,2,0.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Chelsea,0-1,16,Martin Olsson,0,0,0,5,0.6,81',M,6.9,Swansea City, Chelsea,0,1,1,0,0,1,0,1,31,0.79,2,6,0.17,1,0.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Chelsea,0-1,19,André Ayew,0,0,2,5,1.0,90',F,6.9,Swansea City, Chelsea,0,2,0,0,0,0,1,0,26,0.92,0,1,0.0,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Chelsea,0-1,52,Connor Roberts,0,0,2,5,0.8,63',M,6.8,Swansea City, Chelsea,0,0,0,0,0,0,0,0,37,0.88,0,6,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Chelsea,0-1,18,Olivier Giroud,0,0,0,12,0.67,85',F,6.8,Chelsea, Chelsea,0,1,0,1,0.0,1,0,1,22,0.73,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Chelsea,0-1,17,Sam Clucas,0,0,0,8,0.12,90',F,6.7,Swansea City, Chelsea,0,0,0,1,0.0,0,2,2,50,0.96,3,5,0.0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Chelsea,0-1,1,Łukasz Fabiański,0,0,0,0,0,90',G,6.7,Swansea City, Chelsea,0,0,0,0,0,2,0,0,14,0.58,0,0,0,16,0.38,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Chelsea,0-1,15,Wayne Routledge,0,0,0,1,0.0,9',M,6.7,Swansea City, Chelsea,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Chelsea,0-1,5,Mike Van der Hoorn,0,0,1,8,0.38,90',D,6.6,Swansea City, Chelsea,0,0,0,0,0,3,0,1,61,0.88,0,0,0,6,0.67,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Chelsea,0-1,14,Tiemoué Bakayoko,0,0,1,12,0.33,90',M,6.6,Chelsea, Chelsea,0,1,0,1,1.0,1,2,1,35,0.94,0,0,0,1,1.0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Swansea City - Chelsea,0-1,24,Andy King,0,0,1,2,0.5,58',M,6.6,Swansea City, Chelsea,0,0,0,0,0,0,0,1,40,0.93,0,1,0.0,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Chelsea,0-1,12,Nathan Dyer,0,0,1,4,0.5,32',M,6.6,Swansea City, Chelsea,0,0,0,2,0.5,0,0,0,10,0.71,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Chelsea,0-1,9,Álvaro Morata,0,0,0,4,0.5,5',F,6.5,Chelsea, Chelsea,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Chelsea,0-1,11,Pedro,0,0,0,1,0.0,9',F,6.5,Chelsea, Chelsea,0,0,0,0,0,0,0,0,5,0.83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Chelsea,0-1,26,Kyle Naughton,0,0,2,11,0.18,90',D,6.5,Swansea City, Chelsea,1,0,0,1,0.0,2,3,3,76,0.90,0,1,0.0,3,0.67,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Chelsea,0-1,22,Willian,0,0,0,0,0,9',M,6.5,Chelsea, Chelsea,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Burnley,1-1,8,Tom Huddlestone,1,0,2,9,0.89,90',M,7.6,Hull City,Pareggio,1,0,1,0,0,7,0,0,58,0.79,0,2,0.0,18,0.56,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Burnley,1-1,12,Robbie Brady,0,1,2,8,0.62,89',M,7.3,Burnley,Pareggio,0,1,0,1,1.0,1,1,1,12,0.52,2,10,0.2,10,0.3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hull City - Burnley,1-1,5,Harry Maguire,0,0,1,14,0.79,90',D,7.3,Hull City,Pareggio,0,0,1,3,0.67,14,2,2,53,0.77,0,0,0,13,0.46,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Burnley,1-1,13,Andrea Ranocchia,0,0,2,17,0.59,90',D,7.2,Hull City,Pareggio,0,0,1,0,0,10,2,1,40,0.75,0,2,0.0,11,0.55,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Burnley,1-1,6,Ben Mee,0,0,0,8,0.62,90',D,7.1,Burnley,Pareggio,1,0,1,0,0,8,1,0,15,0.68,0,0,0,5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hull City - Burnley,1-1,2,Matthew Lowton,0,0,1,10,0.6,90',D,7.0,Burnley,Pareggio,0,0,0,2,0.5,11,2,0,9,0.56,0,2,0.5,6,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Burnley,1-1,17,Kamil Grosicki,0,0,1,5,0.6,90',M,7.0,Hull City,Pareggio,0,3,0,1,1.0,1,0,0,14,0.77,1,12,0.25,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Burnley,1-1,3,Andrew Robertson,0,0,0,4,0.5,90',D,6.9,Hull City,Pareggio,0,0,0,0,0,4,0,1,46,0.86,2,6,0.33,7,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Burnley,1-1,18,Ashley Westwood,0,0,3,6,0.5,85',M,6.9,Burnley,Pareggio,0,0,1,0,0,0,4,1,20,0.80,2,0,0,3,0.33,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Burnley,1-1,18,Dieumerci Mbokani,0,0,0,14,0.5,67',F,6.9,Hull City,Pareggio,0,2,0,0,0,0,0,0,9,0.60,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Burnley,1-1,15,Shaun Maloney,0,0,1,7,0.71,67',M,6.9,Hull City,Pareggio,0,0,0,2,1.0,0,0,0,21,0.77,0,2,0.5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Burnley,1-1,10,Alfred N'Diaye,0,0,1,8,0.38,90',M,6.8,Hull City,Pareggio,0,0,1,1,1.0,1,1,0,38,0.84,1,1,0.0,1,1.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Burnley,1-1,10,Ashley Barnes,0,0,0,27,0.44,89',F,6.8,Burnley,Pareggio,0,2,1,1,1.0,1,0,0,6,0.30,0,0,0,1,0.0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Burnley,1-1,9,Abel Hernández,0,0,0,1,0.0,8',F,6.7,Hull City,Pareggio,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Burnley,1-1,16,Eldin Jakupović,0,0,0,0,0,90',G,6.7,Hull City,Pareggio,0,0,0,0,0,2,0,0,18,0.56,0,0,0,17,0.18,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Burnley,1-1,19,Joey Barton,0,0,2,8,0.5,90',M,6.7,Burnley,Pareggio,0,0,0,0,0,0,0,1,19,0.79,1,2,0.5,5,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Burnley,1-1,26,James Tarkowski,0,0,0,0,0,5',D,6.6,Burnley,Pareggio,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Burnley,1-1,5,Michael Keane,1,0,0,3,0.0,90',D,6.6,Burnley,Pareggio,1,0,0,0,0,4,0,0,14,0.63,0,1,0.0,10,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hull City - Burnley,1-1,27,Ahmed El-Mohamady,0,0,0,7,0.29,90',M,6.6,Hull City,Pareggio,0,2,0,1,0.0,3,0,0,36,0.80,2,4,0.25,6,0.33,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Burnley,1-1,9,Sam Vokes,0,0,0,2,0.0,5',F,6.6,Burnley,Pareggio,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Burnley,1-1,7,Andre Gray,0,0,0,7,0.14,85',F,6.5,Burnley,Pareggio,0,1,0,1,1.0,0,0,0,10,0.71,0,0,0,1,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Burnley,1-1,7,David Meyler,0,0,0,2,0.5,23',M,6.5,Hull City,Pareggio,0,0,0,0,0,0,0,0,7,0.70,0,0,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Burnley,1-1,24,Oumar Niasse,0,0,0,3,0.0,23',F,6.4,Hull City,Pareggio,0,0,0,0,0,0,0,0,1,0.33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Burnley,1-1,14,Omar Elabdellaoui,0,0,1,6,0.5,82',D,6.4,Hull City,Pareggio,0,0,0,0,0,4,0,1,30,0.85,0,4,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Burnley,1-1,21,George Boyd,0,0,0,5,0.2,90',M,6.4,Burnley,Pareggio,1,0,0,1,1.0,0,1,1,7,0.70,1,0,0,2,0.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Burnley,1-1,1,Tom Heaton,0,0,0,1,1.0,90',G,6.4,Burnley,Pareggio,0,0,0,0,0,0,0,0,8,0.27,0,0,0,27,0.22,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Burnley,1-1,23,Stephen Ward,0,0,1,11,0.36,90',D,6.3,Burnley,Pareggio,0,0,1,0,0,2,1,1,15,0.45,0,1,0.0,10,0.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Burnley,1-1,37,Scott Arfield,0,0,0,1,0.0,1',M,–,Burnley,Pareggio,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth - West Bromwich Albion,2-1,19,Junior Stanislas,1,0,2,7,0.71,90',M,7.8,Bournemouth,Bournemouth ,2,1,0,2,1.0,0,1,1,37,0.80,2,3,0.0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth - West Bromwich Albion,2-1,3,Steve Cook,0,0,2,16,0.69,90',D,7.7,Bournemouth,Bournemouth ,0,1,1,0,0,12,2,0,51,0.79,0,0,0,9,0.44,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth - West Bromwich Albion,2-1,11,Charlie Daniels,0,1,1,3,0.33,73',D,7.6,Bournemouth,Bournemouth ,1,0,2,0,0,1,1,1,53,0.85,1,3,0.0,7,0.57,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bournemouth - West Bromwich Albion,2-1,3,Kieran Gibbs,0,0,5,7,0.71,90',M,7.5,West Bromwich Albion,Bournemouth ,0,0,0,1,0.0,3,1,0,20,0.69,4,6,0.5,5,0.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bournemouth - West Bromwich Albion,2-1,19,Jay Rodriguez,1,0,2,8,0.5,86',F,7.4,West Bromwich Albion,Bournemouth ,2,0,0,2,0.5,0,0,1,16,0.84,0,1,0.0,2,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth - West Bromwich Albion,2-1,26,Ahmed Hegazy,0,0,3,9,0.67,90',D,7.2,West Bromwich Albion,Bournemouth ,0,0,2,0,0,3,3,1,20,0.60,1,1,1.0,11,0.27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth - West Bromwich Albion,2-1,16,Lewis Cook,0,0,2,8,0.75,90',M,7.1,Bournemouth,Bournemouth ,0,0,1,1,1.0,0,1,0,56,0.76,1,0,0,13,0.46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth - West Bromwich Albion,2-1,5,Nathan Aké,0,0,0,3,0.33,90',D,7.1,Bournemouth,Bournemouth ,0,1,1,0,0,6,0,0,63,0.95,0,0,0,12,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth - West Bromwich Albion,2-1,6,Jonny Evans,0,0,0,4,0.5,77',D,7.1,West Bromwich Albion,Bournemouth ,0,0,1,0,0,5,3,1,15,0.83,0,0,0,5,0.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth - West Bromwich Albion,2-1,33,Jordon Ibe,1,0,3,12,0.42,90',M,7.0,Bournemouth,Bournemouth ,1,0,0,5,0.2,0,0,0,34,0.81,2,6,0.0,3,0.67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth - West Bromwich Albion,2-1,8,Jake Livermore,0,0,4,8,0.75,90',M,7.0,West Bromwich Albion,Bournemouth ,0,0,0,0,0,0,1,0,26,0.78,1,1,0.0,4,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth - West Bromwich Albion,2-1,27,Asmir Begović,0,0,0,0,0,90',G,7.0,Bournemouth,Bournemouth ,0,0,0,0,0,4,0,0,17,0.77,0,0,0,11,0.55,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth - West Bromwich Albion,2-1,11,Chris Brunt,0,0,4,9,0.56,82',M,7.0,West Bromwich Albion,Bournemouth ,1,0,0,1,1.0,2,1,1,28,0.75,1,3,0.0,6,0.33,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth - West Bromwich Albion,2-1,5,Claudio Yacob,0,0,2,10,0.5,90',M,6.9,West Bromwich Albion,Bournemouth ,0,1,1,0,0,2,0,1,35,0.83,0,0,0,2,0.5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth - West Bromwich Albion,2-1,9,Salomón Rondón,0,1,0,21,0.33,90',F,6.9,West Bromwich Albion,Bournemouth ,2,0,0,3,0.0,1,1,0,22,0.64,1,1,0.0,1,1.0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Bournemouth - West Bromwich Albion,2-1,4,Dan Gosling,0,0,3,12,0.42,90',M,6.8,Bournemouth,Bournemouth ,1,0,0,0,0,3,1,1,58,0.84,1,0,0,7,0.29,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth - West Bromwich Albion,2-1,28,Samuel Field,0,0,0,1,1.0,8',M,6.7,West Bromwich Albion,Bournemouth ,0,0,0,0,0,0,0,0,8,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth - West Bromwich Albion,2-1,2,Allan Nyom,0,0,0,11,0.36,90',M,6.7,West Bromwich Albion,Bournemouth ,0,0,0,3,0.33,2,2,1,21,0.77,1,5,0.6,4,0.25,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bournemouth - West Bromwich Albion,2-1,2,Simon Francis,0,0,0,0,0,17',D,6.7,Bournemouth,Bournemouth ,0,0,0,0,0,0,0,0,9,0.50,2,1,1.0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth - West Bromwich Albion,2-1,18,Jermain Defoe,0,0,0,1,1.0,17',F,6.7,Bournemouth,Bournemouth ,0,0,0,1,1.0,0,0,0,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
