Partita,Risultato,Numero_maglia,Nome,Gol,Assist,Contrasti,Uno contro uno,Uno contro uno riusciti,Minuti giocati,Posizione,Valutazione,Squadra,Match_winner,Tiri in porta,Tiri fuori,Tiri bloccati,Dribbling tentati,Dribbling tentati riusciti,Salvataggi,Intercetti,Dribbling_subiti,Passaggi effettuati,Precisione_passaggi,Passaggi chiave,Cross,Cross prec.,Palle lunghe,Palle lunghe riusciti,Palle_perse,Falli subiti,Falli,Respinte,Uscite,Vincenti,Duelli di testa vinti,Parate da dentro l'area,Salvataggio sulla linea di porta,Rigori parati,Grossa occasione da rete creata,Autogol,Errore che ha portato al tiro,Falli da rigore commessi,Errori che hanno portato al gol,Rigori sbagliati,Fallo su ultimo uomo,Pali e traverse,Grande occasione da rete mancata,Rigori conquistati 
Southampton - Manchester City,0-1,3,Maya Yoshida,0,0,2,5,1.0,90',D,7.2,Southampton, Manchester City,0,0,0,0,0,9,2,0,21,0.84,0,0,0,3,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton - Manchester City,0-1,17,Kevin De Bruyne,0,1,1,12,0.33,90',M,7.1,Manchester City, Manchester City,0,1,0,6,0.33,0,1,2,42,0.72,2,11,0.09,8,0.62,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Southampton - Manchester City,0-1,14,Oriol Romeu,0,0,7,13,0.69,90',M,7.1,Southampton, Manchester City,0,1,1,1,1.0,1,3,4,20,0.80,1,0,0,4,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton - Manchester City,0-1,1,Claudio Bravo,0,0,0,2,0.5,90',G,7.1,Manchester City, Manchester City,0,0,0,0,0,2,0,1,19,0.82,0,0,0,9,0.67,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Southampton - Manchester City,0-1,14,Aymeric Laporte,0,0,0,8,0.62,90',D,7.0,Manchester City, Manchester City,0,0,0,2,1.0,2,0,0,71,0.88,0,1,0.0,4,0.25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton - Manchester City,0-1,10,Charlie Austin,0,0,0,13,0.54,64',F,6.9,Southampton, Manchester City,0,2,1,1,1.0,1,0,0,7,0.46,0,0,0,3,0.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton - Manchester City,0-1,8,İlkay Gündoğan,0,0,0,3,0.67,82',M,6.9,Manchester City, Manchester City,0,1,0,1,1.0,0,0,1,31,0.93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton - Manchester City,0-1,11,Dušan Tadić,0,0,2,13,0.38,90',M,6.8,Southampton, Manchester City,1,0,0,2,0.5,1,1,1,14,0.56,1,3,0.33,4,0.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton - Manchester City,0-1,21,Ryan Bertrand,0,0,2,5,0.4,81',D,6.8,Southampton, Manchester City,0,0,0,1,0.0,1,1,0,12,0.80,1,2,0.0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton - Manchester City,0-1,38,Sam McQueen,0,0,2,2,1.0,9',D,6.6,Southampton, Manchester City,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton - Manchester City,0-1,20,Bernardo Silva,0,0,1,4,0.25,78',F,6.6,Manchester City, Manchester City,0,0,0,1,0.0,0,0,2,15,0.83,3,3,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton - Manchester City,0-1,16,James Ward-Prowse,0,0,0,3,0.33,26',M,6.6,Southampton, Manchester City,1,0,0,0,0,0,0,0,7,0.70,0,2,0.0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton - Manchester City,0-1,18,Fabian Delph,0,0,0,4,0.25,59',D,6.6,Manchester City, Manchester City,0,0,0,1,0.0,2,0,0,62,0.93,0,0,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton - Manchester City,0-1,47,Phil Foden,0,0,0,1,0.0,8',M,6.5,Manchester City, Manchester City,0,0,0,0,0,0,0,0,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton - Manchester City,0-1,2,Cédric Soares,0,0,1,5,0.6,90',D,6.5,Southampton, Manchester City,0,0,0,1,1.0,2,0,1,14,0.77,0,2,0.0,2,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton - Manchester City,0-1,7,Shane Long,0,0,0,12,0.42,26',F,6.5,Southampton, Manchester City,0,0,0,0,0,1,0,1,5,0.62,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton - Manchester City,0-1,55,Brahim Díaz,0,0,0,2,0.0,12',M,6.4,Manchester City, Manchester City,0,0,0,0,0,0,0,0,1,0.33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton - Manchester City,0-1,23,Pierre-Emile Højbjerg,0,0,3,12,0.42,90',M,6.4,Southampton, Manchester City,0,0,0,1,1.0,0,2,4,30,0.75,0,0,0,6,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton - Manchester City,0-1,13,Alex McCarthy,0,0,0,0,0,90',G,6.4,Southampton, Manchester City,0,0,0,0,0,1,0,0,10,0.41,0,0,0,24,0.42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Southampton - Manchester City,0-1,7,Raheem Sterling,0,0,0,14,0.14,90',F,6.2,Manchester City, Manchester City,0,1,0,6,0.17,0,1,1,13,0.76,0,1,0.0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Southampton - Manchester City,0-1,22,Nathan Redmond,0,0,2,12,0.25,64',M,6.2,Southampton, Manchester City,0,0,0,3,0.33,0,0,1,7,0.63,1,1,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland - West Ham United,2-2,10,Wahbi Khazri,1,0,1,14,0.43,90',F,8.2,Sunderland,Pareggio,2,2,0,3,1.0,0,1,1,23,0.65,5,9,0.11,4,0.5,2,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sunderland - West Ham United,2-2,9,Fabio Borini,1,0,0,0,0,2',F,7.4,Sunderland,Pareggio,1,0,0,0,0,0,0,0,3,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland - West Ham United,2-2,8,Cheikhou Kouyaté,0,0,3,10,0.9,90',M,7.4,West Ham United,Pareggio,0,0,0,1,1.0,5,2,0,41,0.83,0,0,0,4,0.5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland - West Ham United,2-2,19,James Collins,1,0,0,3,0.0,90',D,7.3,West Ham United,Pareggio,1,0,1,0,0,13,1,1,30,0.83,0,0,0,8,0.38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland - West Ham United,2-2,2,Billy Jones,0,0,7,12,0.67,88',D,7.2,Sunderland,Pareggio,0,1,1,0,0,0,2,0,13,0.86,1,1,0.0,1,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland - West Ham United,2-2,16,John O'Shea,0,0,2,10,0.6,90',D,7.2,Sunderland,Pareggio,1,0,0,0,0,10,2,0,29,0.82,0,0,0,13,0.62,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland - West Ham United,2-2,20,André Ayew,1,0,0,11,0.55,89',M,7.1,West Ham United,Pareggio,1,1,0,3,0.67,0,0,0,22,0.84,0,0,0,1,1.0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland - West Ham United,2-2,11,Robert Snodgrass,0,1,1,6,0.33,81',M,7.1,West Ham United,Pareggio,0,1,0,0,0,0,3,1,21,0.87,1,4,0.25,2,0.0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sunderland - West Ham United,2-2,10,Manuel Lanzini,0,0,1,11,0.64,90',M,7.0,West Ham United,Pareggio,1,0,0,5,0.6,2,0,1,50,0.83,2,0,0,2,1.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland - West Ham United,2-2,23,José Fonte,0,0,1,3,0.67,90',D,7.0,West Ham United,Pareggio,0,0,3,1,1.0,4,2,1,30,0.76,0,0,0,8,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland - West Ham United,2-2,9,Andy Carroll,0,0,2,19,0.58,90',F,6.9,West Ham United,Pareggio,0,0,0,0,0,2,0,0,18,0.62,1,0,0,2,0.5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland - West Ham United,2-2,24,Darron Gibson,0,0,1,4,0.25,90',M,6.8,Sunderland,Pareggio,0,1,0,0,0,0,3,2,50,0.82,0,1,0.0,12,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland - West Ham United,2-2,28,Victor Anichebe,0,0,1,12,0.58,90',F,6.7,Sunderland,Pareggio,0,1,0,0,0,1,1,1,15,0.71,0,1,0.0,1,0.0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland - West Ham United,2-2,4,Jason Denayer,0,0,0,6,0.5,90',D,6.6,Sunderland,Pareggio,0,0,0,1,1.0,6,1,0,28,0.87,0,0,0,4,0.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland - West Ham United,2-2,21,Javier Manquillo,0,0,3,5,0.6,89',D,6.6,Sunderland,Pareggio,0,0,0,0,0,4,1,0,27,0.87,0,4,0.25,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland - West Ham United,2-2,23,Lamine Koné,0,0,0,0,0,1',D,6.5,Sunderland,Pareggio,0,0,0,0,0,0,0,0,3,0.75,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland - West Ham United,2-2,18,Jermain Defoe,0,0,0,7,0.43,90',F,6.5,Sunderland,Pareggio,0,0,0,4,0.5,0,0,1,9,0.64,1,0,0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland - West Ham United,2-2,4,Håvard Nordtveit,0,0,0,1,1.0,9',M,6.4,West Ham United,Pareggio,0,0,0,0,0,0,0,0,1,0.20,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland - West Ham United,2-2,6,Lee Cattermole,0,0,1,8,0.25,76',M,6.4,Sunderland,Pareggio,0,0,1,0,0,0,0,2,32,0.74,0,0,0,11,0.82,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland - West Ham United,2-2,44,Adnan Januzaj,0,0,0,4,0.25,14',M,6.3,Sunderland,Pareggio,0,0,0,1,0.0,0,0,0,2,0.40,0,0,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland - West Ham United,2-2,22,Sam Byram,0,0,2,9,0.44,89',D,6.3,West Ham United,Pareggio,0,0,0,0,0,3,1,0,11,0.55,1,2,1.0,5,0.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland - West Ham United,2-2,26,Arthur Masuaku,0,0,1,11,0.36,90',D,6.3,West Ham United,Pareggio,0,0,0,2,0.5,0,0,1,30,0.88,0,2,0.0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland - West Ham United,2-2,17,Didier N'Dong,0,0,1,11,0.36,90',M,6.2,Sunderland,Pareggio,0,1,0,2,0.5,0,0,2,34,0.81,0,1,0.0,4,0.5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sunderland - West Ham United,2-2,31,Edimilson Fernandes,0,0,1,8,0.25,90',M,6.2,West Ham United,Pareggio,0,0,0,2,0.5,0,1,2,51,0.85,0,0,0,5,0.4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland - West Ham United,2-2,13,Jordan Pickford,0,0,0,0,0,90',G,6.2,Sunderland,Pareggio,0,0,0,0,0,1,0,0,17,0.65,0,0,0,19,0.53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland - West Ham United,2-2,1,Darren Randolph,0,0,0,1,1.0,90',G,6.0,West Ham United,Pareggio,0,0,0,0,0,2,0,0,17,0.51,0,0,0,31,0.48,0,0,0,0,1,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Sunderland - West Ham United,2-2,28,Jonathan Calleri,0,0,0,0,0,1',F,–,West Ham United,Pareggio,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford - Swansea City,1-2,28,André Carrillo,1,0,1,13,0.62,83',M,7.7,Watford, Swansea City,1,0,0,2,1.0,0,2,1,28,0.87,1,4,0.0,1,1.0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford - Swansea City,1-2,11,Luciano Narsingh,1,0,2,9,0.56,45',M,7.7,Swansea City, Swansea City,2,0,0,3,0.67,0,0,1,9,0.75,2,1,1.0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford - Swansea City,1-2,18,Jordan Ayew,1,0,0,20,0.35,90',F,7.6,Swansea City, Swansea City,1,2,0,8,0.38,0,1,0,13,0.72,1,3,0.33,1,0.0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Watford - Swansea City,1-2,26,Kyle Naughton,0,0,5,14,0.64,90',D,7.3,Swansea City, Swansea City,0,0,0,1,1.0,2,3,1,40,0.70,0,0,0,4,0.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford - Swansea City,1-2,14,Tom Carroll,0,0,4,9,0.67,90',M,7.2,Swansea City, Swansea City,0,0,0,0,0,1,0,0,58,0.92,2,4,0.25,7,0.57,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford - Swansea City,1-2,16,Abdoulaye Doucouré,0,0,5,15,0.6,90',M,7.2,Watford, Swansea City,0,2,0,2,1.0,2,1,2,63,0.80,1,1,0.0,10,0.5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford - Swansea City,1-2,33,Stefano Okaka,0,0,1,14,0.57,77',F,7.2,Watford, Swansea City,0,0,0,2,1.0,0,0,0,17,0.63,1,0,0,1,1.0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Watford - Swansea City,1-2,17,Sam Clucas,0,0,4,9,0.67,81',M,7.1,Swansea City, Swansea City,0,0,0,0,0,1,2,0,28,0.82,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford - Swansea City,1-2,13,Molla Wagué,0,0,2,8,0.88,64',D,7.0,Watford, Swansea City,0,0,0,0,0,4,1,0,37,0.86,0,0,0,7,0.57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford - Swansea City,1-2,27,Christian Kabasele,0,0,2,15,0.87,90',D,7.0,Watford, Swansea City,0,0,1,0,0,5,1,0,43,0.81,0,0,0,7,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford - Swansea City,1-2,62,Oliver McBurnie,0,1,1,14,0.43,33',F,6.9,Swansea City, Swansea City,0,0,0,0,0,0,0,0,5,0.50,1,1,0.0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Watford - Swansea City,1-2,1,Łukasz Fabiański,0,0,0,0,0,90',G,6.9,Swansea City, Swansea City,0,0,0,0,0,3,0,0,23,0.63,0,0,0,20,0.35,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Watford - Swansea City,1-2,37,Roberto Pereyra,0,0,0,1,0.0,7',M,6.8,Watford, Swansea City,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Watford - Swansea City,1-2,12,Nathan Dyer,0,0,0,1,1.0,9',M,6.8,Swansea City, Swansea City,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford - Swansea City,1-2,11,Richarlison,0,0,1,15,0.4,90',M,6.7,Watford, Swansea City,2,1,0,1,0.0,1,1,1,26,0.66,1,2,0.5,4,0.25,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford - Swansea City,1-2,51,Roque Mesa,0,0,2,8,0.5,45',M,6.7,Swansea City, Swansea City,0,1,0,2,0.5,0,1,2,30,0.96,0,0,0,2,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford - Swansea City,1-2,33,Federico Fernández,0,0,0,6,0.5,90',D,6.7,Swansea City, Swansea City,0,0,0,0,0,6,2,0,54,0.84,0,0,0,14,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford - Swansea City,1-2,35,Renato Sanches,0,0,0,14,0.5,90',M,6.6,Swansea City, Swansea City,0,0,1,8,0.62,0,0,1,37,0.92,0,4,0.0,4,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford - Swansea City,1-2,6,Alfie Mawson,0,0,0,7,0.14,90',D,6.6,Swansea City, Swansea City,0,1,0,1,1.0,2,1,0,63,0.91,0,0,0,11,0.73,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford - Swansea City,1-2,2,Daryl Janmaat,0,0,3,7,0.43,90',D,6.5,Watford, Swansea City,0,0,0,1,0.0,2,1,2,37,0.92,1,3,0.33,3,0.67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford - Swansea City,1-2,16,Martin Olsson,0,0,1,8,0.38,90',D,6.4,Swansea City, Swansea City,0,0,0,0,0,1,1,1,26,0.76,0,2,0.0,6,0.5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford - Swansea City,1-2,1,Heurelho Gomes,0,0,0,1,1.0,90',G,6.4,Watford, Swansea City,0,0,0,0,0,2,0,0,18,0.75,0,0,0,12,0.5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Watford - Swansea City,1-2,22,Marvin Zeegelaar,0,0,1,12,0.33,90',D,6.3,Watford, Swansea City,0,0,0,3,0.67,2,1,1,49,0.86,0,1,0.0,3,0.0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford - Swansea City,1-2,18,Andre Gray,0,0,0,0,0,13',F,6.3,Watford, Swansea City,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Watford - Swansea City,1-2,23,Ben Watson,0,0,3,14,0.36,90',M,6.3,Watford, Swansea City,0,0,0,0,0,1,0,3,57,0.91,0,0,0,8,0.62,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford - Swansea City,1-2,10,Tammy Abraham,0,0,0,12,0.25,57',F,6.2,Swansea City, Swansea City,0,0,0,1,0.0,0,0,2,9,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford - Swansea City,1-2,8,Tom Cleverley,0,0,1,13,0.38,90',M,6.2,Watford, Swansea City,0,1,0,1,0.0,0,0,3,34,0.81,0,4,0.5,3,0.67,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford - Swansea City,1-2,5,Sebastian Prödl,0,0,1,3,0.33,26',D,6.2,Watford, Swansea City,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Leicester City,5-0,11,Wilfried Zaha,1,1,0,13,0.38,90',F,8.3,Crystal Palace,Crystal Palace ,2,0,0,6,0.67,0,0,2,30,0.88,4,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Leicester City,5-0,3,Patrick van Aanholt,1,0,1,5,0.6,90',D,7.9,Crystal Palace,Crystal Palace ,1,1,0,1,1.0,3,2,1,42,0.97,1,1,0.0,2,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Leicester City,5-0,18,James McArthur,1,1,0,12,0.17,83',M,7.9,Crystal Palace,Crystal Palace ,2,1,0,1,0.0,1,0,0,23,0.85,2,0,0,2,1.0,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Crystal Palace - Leicester City,5-0,12,Mamadou Sakho,0,1,0,0,0,90',D,7.9,Crystal Palace,Crystal Palace ,0,0,1,0,0,6,2,0,41,0.93,1,0,0,5,0.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Crystal Palace - Leicester City,5-0,2,Joel Ward,0,0,1,7,0.71,90',D,7.8,Crystal Palace,Crystal Palace ,0,0,2,0,0,1,2,0,25,0.69,0,0,0,8,0.5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Leicester City,5-0,17,Christian Benteke,1,0,0,2,0.5,4',F,7.6,Crystal Palace,Crystal Palace ,1,0,0,1,0.0,0,0,0,3,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Crystal Palace - Leicester City,5-0,4,Luka Milivojević,0,0,3,10,0.5,90',M,7.2,Crystal Palace,Crystal Palace ,0,0,0,1,1.0,3,3,1,43,0.89,0,1,0.0,6,0.67,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Leicester City,5-0,5,James Tomkins,0,0,0,5,0.8,90',D,7.2,Crystal Palace,Crystal Palace ,1,1,0,0,0,5,4,0,14,0.77,0,0,0,4,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Crystal Palace - Leicester City,5-0,8,Kelechi Iheanacho,0,0,1,7,0.29,45',F,7.1,Leicester City,Crystal Palace ,0,1,1,2,0.5,0,0,1,13,0.92,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
Crystal Palace - Leicester City,5-0,10,Andros Townsend,0,0,2,7,0.43,86',F,7.1,Crystal Palace,Crystal Palace ,0,1,0,0,0,0,0,1,35,0.83,1,6,0.33,2,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Leicester City,5-0,7,Yohan Cabaye,0,0,3,10,0.4,90',M,7.0,Crystal Palace,Crystal Palace ,0,0,0,0,0,0,6,3,34,0.85,1,4,0.25,5,0.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Leicester City,5-0,3,Ben Chilwell,0,0,4,13,0.69,90',D,6.9,Leicester City,Crystal Palace ,0,0,0,2,1.0,1,1,0,41,0.80,1,7,0.14,5,0.6,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Crystal Palace - Leicester City,5-0,13,Wayne Hennessey,0,0,0,1,1.0,90',G,6.9,Crystal Palace,Crystal Palace ,0,0,0,0,0,0,0,0,7,0.33,0,0,0,16,0.12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Leicester City,5-0,15,Jeffrey Schlupp,0,0,0,0,0,7',D,6.8,Crystal Palace,Crystal Palace ,1,0,0,0,0,0,0,0,7,1,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Leicester City,5-0,8,Ruben Loftus-Cheek,1,0,3,21,0.38,86',M,6.7,Crystal Palace,Crystal Palace ,1,0,0,6,0.67,2,1,4,32,0.88,0,1,0.0,3,0.33,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Leicester City,5-0,33,Fousseni Diabaté,0,0,0,7,0.57,45',F,6.6,Leicester City,Crystal Palace ,0,0,0,4,0.5,0,0,0,12,0.75,0,1,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Leicester City,5-0,25,Wilfred Ndidi,0,0,3,6,0.67,51',M,6.6,Leicester City,Crystal Palace ,0,0,0,0,0,1,1,0,22,0.73,0,0,0,4,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Leicester City,5-0,15,Harry Maguire,0,0,3,9,0.89,90',D,6.5,Leicester City,Crystal Palace ,0,0,1,1,1.0,1,4,0,50,0.80,0,0,0,16,0.75,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Crystal Palace - Leicester City,5-0,14,Adrien Silva,0,0,2,6,0.33,45',M,6.4,Leicester City,Crystal Palace ,0,0,0,0,0,0,2,1,16,0.76,0,2,0.0,4,0.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Leicester City,5-0,5,Wes Morgan,0,0,0,7,0.71,90',D,6.4,Leicester City,Crystal Palace ,0,1,1,0,0,10,2,0,26,0.89,0,0,0,2,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Leicester City,5-0,38,Hamza Choudhury,0,0,1,4,0.25,45',M,6.3,Leicester City,Crystal Palace ,0,0,0,0,0,0,2,2,15,0.93,0,0,0,3,0.67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Leicester City,5-0,7,Demarai Gray,0,0,0,3,0.67,90',M,6.3,Leicester City,Crystal Palace ,0,0,0,0,0,1,0,0,22,0.88,1,2,0.0,1,1.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Leicester City,5-0,26,Riyad Mahrez,0,0,0,12,0.42,90',M,6.3,Leicester City,Crystal Palace ,0,0,0,5,0.6,0,0,3,32,0.78,1,7,0.43,4,1.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Palace - Leicester City,5-0,9,Jamie Vardy,0,0,0,5,0.2,90',F,6.2,Leicester City,Crystal Palace ,1,0,0,0,0,0,0,0,3,0.60,0,0,0,1,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Crystal Palace - Leicester City,5-0,16,Aleksandar Dragović,0,0,0,1,0.0,39',D,6.2,Leicester City,Crystal Palace ,0,0,0,0,0,2,1,1,24,0.92,0,0,0,7,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
